,url,phish_detail_url,submission_time,verified,verification_time,online,target
0,https://mise-a-jour-orange7.webnode.com.co/,http://www.phishtank.com/phish_detail.php?phish_id=6800831,2020-10-08T12:04:27+00:00,yes,2020-10-08T12:09:47+00:00,yes,Other
1,https://rubysoap.hk/serv/fatturazione-staff/home/z0n51/lod.php,http://www.phishtank.com/phish_detail.php?phish_id=6800822,2020-10-08T11:58:28+00:00,yes,2020-10-08T12:00:18+00:00,yes,Other
2,https://rubysoap.hk/serv/fatturazione-staff/home/z0n51/fatturazione/,http://www.phishtank.com/phish_detail.php?phish_id=6800821,2020-10-08T11:58:14+00:00,yes,2020-10-08T12:00:18+00:00,yes,Other
3,https://jchfhygcnrfjntrvhretj.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800813,2020-10-08T11:45:37+00:00,yes,2020-10-08T11:56:42+00:00,yes,Other
4,https://attmmaileailbox.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800806,2020-10-08T11:44:55+00:00,yes,2020-10-08T11:53:04+00:00,yes,Other
5,https://career-att.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800805,2020-10-08T11:44:46+00:00,yes,2020-10-08T11:51:36+00:00,yes,Other
6,https://melhores-destaques-de-precos-baixos.com/produtos/783547416/?conjunto-de-panela-antiaderente-turin-10-peças-vermelha-tramontina&skullid=254858284,http://www.phishtank.com/phish_detail.php?phish_id=6800797,2020-10-08T11:30:24+00:00,yes,2020-10-08T11:38:32+00:00,yes,Other
7,https://r-amazon.top/enavi/,http://www.phishtank.com/phish_detail.php?phish_id=6800786,2020-10-08T11:13:34+00:00,yes,2020-10-08T11:19:49+00:00,yes,Other
8,https://grow.ucidity.com/HGD/cmd-login=775e967f814116889dfd1e9c545561b7/index.php?email=abuse@ionos.com&loginpage=mail.ionos.com/&reff=YjRhYjY4NWYxM2Y3NTc0ODE0MWFhNWRmMDdkMTFhYjA,http://www.phishtank.com/phish_detail.php?phish_id=6800785,2020-10-08T11:13:29+00:00,yes,2020-10-08T11:18:22+00:00,yes,Other
9,https://owas.surveysparrow.com/s/jrx/tt-f4620c?,http://www.phishtank.com/phish_detail.php?phish_id=6800754,2020-10-08T10:28:52+00:00,yes,2020-10-08T10:35:46+00:00,yes,Other
10,http://vvvvvv.amazcn.co.jp-ce24fdb6b628b008fd45b60ce3d15dd264d9388e.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6800744,2020-10-08T10:07:04+00:00,yes,2020-10-08T11:32:01+00:00,yes,Other
11,https://uk.myee1921.com/?ee=2,http://www.phishtank.com/phish_detail.php?phish_id=6800716,2020-10-08T09:52:52+00:00,yes,2020-10-08T09:59:12+00:00,yes,Other
12,http://logomine.co/address_on_envelope/dh,http://www.phishtank.com/phish_detail.php?phish_id=6800714,2020-10-08T09:51:12+00:00,yes,2020-10-08T09:57:45+00:00,yes,Other
13,http://logomine.co/address_on_envelope/dh/,http://www.phishtank.com/phish_detail.php?phish_id=6800715,2020-10-08T09:51:12+00:00,yes,2020-10-08T09:57:45+00:00,yes,Other
14,https://galvestoncm.org/consumers/what-is/,http://www.phishtank.com/phish_detail.php?phish_id=6800711,2020-10-08T09:50:12+00:00,yes,2020-10-08T09:55:36+00:00,yes,Other
15,https://0987368238983983499-secondary.z6.web.core.windows.net/support@swiftpants.com,http://www.phishtank.com/phish_detail.php?phish_id=6800705,2020-10-08T09:35:01+00:00,yes,2020-10-08T09:38:59+00:00,yes,Other
16,https://powbot.org,http://www.phishtank.com/phish_detail.php?phish_id=6800692,2020-10-08T09:17:24+00:00,yes,2020-10-08T09:21:04+00:00,yes,RuneScape
17,https://powbot.org/community/,http://www.phishtank.com/phish_detail.php?phish_id=6800691,2020-10-08T09:17:16+00:00,yes,2020-10-08T09:21:04+00:00,yes,RuneScape
18,http://www2.amozon.co.jp-ce24fdb6b628b008fd45b60ce3d15dd264d9388e.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6800689,2020-10-08T09:09:47+00:00,yes,2020-10-08T09:14:32+00:00,yes,Other
19,https://eventpubgtencent.com,http://www.phishtank.com/phish_detail.php?phish_id=6800687,2020-10-08T09:04:21+00:00,yes,2020-10-08T09:06:34+00:00,yes,Other
20,http://a0476224.xsph.ru/compte-credit-dunord/,http://www.phishtank.com/phish_detail.php?phish_id=6800686,2020-10-08T09:00:18+00:00,yes,2020-10-08T09:05:50+00:00,yes,Other
21,https://bservie.surveysparrow.com/s/bt/tt-976ed28945,http://www.phishtank.com/phish_detail.php?phish_id=6800676,2020-10-08T08:46:39+00:00,yes,2020-10-08T08:49:13+00:00,yes,Other
22,https://eya.ir/.dhl2020/dhl/source/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6800671,2020-10-08T08:34:24+00:00,yes,2020-10-08T08:39:08+00:00,yes,Other
23,http://babuahmed.com/wp-content/uploads/2018/08/.cucu/just,http://www.phishtank.com/phish_detail.php?phish_id=6800657,2020-10-08T08:11:22+00:00,yes,2020-10-08T10:57:15+00:00,yes,Other
24,https://naalaskausas.mypi.co/Questions.html,http://www.phishtank.com/phish_detail.php?phish_id=6800656,2020-10-08T08:00:36+00:00,yes,2020-10-08T08:06:36+00:00,yes,Other
25,https://naalaskausas.mypi.co/myonp.html,http://www.phishtank.com/phish_detail.php?phish_id=6800655,2020-10-08T08:00:31+00:00,yes,2020-10-08T08:06:36+00:00,yes,Other
26,https://caisse-depargne.me/,http://www.phishtank.com/phish_detail.php?phish_id=6800636,2020-10-08T07:07:20+00:00,yes,2020-10-08T07:15:20+00:00,yes,Other
27,https://lngbusiness-start.com,http://www.phishtank.com/phish_detail.php?phish_id=6800632,2020-10-08T07:00:14+00:00,yes,2020-10-08T07:06:38+00:00,yes,Other
28,https://deal-cajamares.com/rebolpes/anuivece/lasticas/artolines/f36797f17fadce9913f53d13c1f68fab/ee43bc25d011cc8/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6800630,2020-10-08T06:57:28+00:00,yes,2020-10-08T07:05:10+00:00,yes,Other
29,https://deal-cajamares.com/rebolpes/anuivece/lasticas/artolines/f36797f17fadce9913f53d13c1f68fab,http://www.phishtank.com/phish_detail.php?phish_id=6800629,2020-10-08T06:57:27+00:00,yes,2020-10-08T07:05:10+00:00,yes,Other
30,https://crius-cajamarurales.com/cenuies/laundaer/sabndules/5f1d4ad80faba168c8a235108c14c5ed/ec6170d5bf0ab99/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6800628,2020-10-08T06:57:04+00:00,yes,2020-10-08T07:03:42+00:00,yes,Other
31,https://crius-cajamarurales.com/cenuies/laundaer/sabndules/5f1d4ad80faba168c8a235108c14c5ed,http://www.phishtank.com/phish_detail.php?phish_id=6800627,2020-10-08T06:57:03+00:00,yes,2020-10-08T07:03:42+00:00,yes,Other
32,https://rakuten.co.jp.ac9686m.top/,http://www.phishtank.com/phish_detail.php?phish_id=6800617,2020-10-08T06:18:00+00:00,yes,2020-10-08T06:25:29+00:00,yes,Other
33,https://www.paypal.comu-405-erro.webredirect.org/PPsc/pll/,http://www.phishtank.com/phish_detail.php?phish_id=6800612,2020-10-08T06:15:41+00:00,yes,2020-10-08T06:22:37+00:00,yes,PayPal
34,https://www.www-dkb.de-banking.supersalon1.com/de/dkb/,http://www.phishtank.com/phish_detail.php?phish_id=6800605,2020-10-08T05:55:06+00:00,yes,2020-10-08T05:59:32+00:00,yes,Other
35,https://spiceandmore.co.za/wp-users/dsk/bg-BG/index.html?id=d7d545c659b408e69c946df79ca963eccountry=BG,http://www.phishtank.com/phish_detail.php?phish_id=6800604,2020-10-08T05:54:58+00:00,yes,2020-10-08T07:16:04+00:00,yes,Other
36,https://marathondelosandes.pe/.indahood/20200921_2219.pdf.html,http://www.phishtank.com/phish_detail.php?phish_id=6800601,2020-10-08T05:36:08+00:00,yes,2020-10-08T05:44:17+00:00,yes,Other
37,https://mailtrack.io/trace/link/5a66cd565804ee2ae3edfee019c85a91c90253b4?url=https%3A%2F%2Fsuchen.de-mobiles.com%2Ffahrzeuge658714114&userId=4154297&signature=adc30110a065e68c,http://www.phishtank.com/phish_detail.php?phish_id=6800598,2020-10-08T05:33:37+00:00,yes,2020-10-08T05:36:19+00:00,yes,"eBay, Inc."
38,http://srv89748.ht-test.ru/server%20manager%20email%20deactivation%20update/,http://www.phishtank.com/phish_detail.php?phish_id=6800593,2020-10-08T05:03:36+00:00,yes,2020-10-08T05:05:55+00:00,yes,Other
39,http://www.jcb-co-jp.xyz/jg4c8lc93bx2w0gmc6.php,http://www.phishtank.com/phish_detail.php?phish_id=6800587,2020-10-08T04:51:08+00:00,yes,2020-10-08T04:52:53+00:00,yes,Other
40,http://pot-n.top/yps.html,http://www.phishtank.com/phish_detail.php?phish_id=6800582,2020-10-08T04:39:38+00:00,yes,2020-10-08T04:44:52+00:00,yes,Other
41,http://ph.zanqap.com,http://www.phishtank.com/phish_detail.php?phish_id=6800576,2020-10-08T04:34:38+00:00,yes,2020-10-08T06:31:15+00:00,yes,Other
42,http://www.jcb-co-jp.xyz/index/index/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6800573,2020-10-08T04:06:23+00:00,yes,2020-10-08T04:09:43+00:00,yes,Other
43,https://secure.halifax-cancel.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6800567,2020-10-08T04:01:11+00:00,yes,2020-10-08T04:02:28+00:00,yes,Other
44,https://secure.halifax-reverse.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6800566,2020-10-08T04:01:07+00:00,yes,2020-10-08T04:02:28+00:00,yes,Other
45,https://halifax.mypayee-auth.link/,http://www.phishtank.com/phish_detail.php?phish_id=6800565,2020-10-08T04:01:03+00:00,yes,2020-10-08T04:02:28+00:00,yes,Other
46,https://halifax.mobile-payee-auth.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800564,2020-10-08T04:00:59+00:00,yes,2020-10-08T04:02:28+00:00,yes,Other
47,https://halifax.newregistered-alert.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800563,2020-10-08T04:00:55+00:00,yes,2020-10-08T04:01:44+00:00,yes,Other
48,http://trainnovat.com/amazonV/,http://www.phishtank.com/phish_detail.php?phish_id=6800562,2020-10-08T04:00:51+00:00,yes,2020-10-08T04:01:44+00:00,yes,Other
49,https://halifax.newpayee-auth.link/,http://www.phishtank.com/phish_detail.php?phish_id=6800559,2020-10-08T04:00:39+00:00,yes,2020-10-08T04:01:44+00:00,yes,Other
50,https://halifax.device-registered.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800558,2020-10-08T04:00:35+00:00,yes,2020-10-08T04:01:44+00:00,yes,Other
51,https://halifax.payee-service.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800557,2020-10-08T04:00:31+00:00,yes,2020-10-08T04:01:44+00:00,yes,Other
52,https://lloyds.device-deregistered.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800556,2020-10-08T04:00:27+00:00,yes,2020-10-08T04:01:44+00:00,yes,Other
53,https://halifax.co.uk.login-review-4137.info/,http://www.phishtank.com/phish_detail.php?phish_id=6800555,2020-10-08T04:00:23+00:00,yes,2020-10-08T04:01:44+00:00,yes,Other
54,http://snnbcwebs.oerujdmasmcvnsd6fdgfd1a.xyz/pc/index.php?openid.pape.max_auth_age=0&amp;openid.return_to=https%3A%2F%2Fwww.smbc.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;&amp;ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp,http://www.phishtank.com/phish_detail.php?phish_id=6800551,2020-10-08T03:56:05+00:00,yes,2020-10-08T10:02:06+00:00,yes,Other
55,https://www.amazonnjp.cyou/pc/,http://www.phishtank.com/phish_detail.php?phish_id=6800542,2020-10-08T03:36:44+00:00,yes,2020-10-08T03:45:00+00:00,yes,Amazon.com
56,https://www.amazonnjp.cyou/mobile/,http://www.phishtank.com/phish_detail.php?phish_id=6800541,2020-10-08T03:35:57+00:00,yes,2020-10-08T03:45:01+00:00,yes,Amazon.com
57,https://www.amazonnjp.cyou/,http://www.phishtank.com/phish_detail.php?phish_id=6800539,2020-10-08T03:32:40+00:00,yes,2020-10-08T03:43:33+00:00,yes,Amazon.com
58,http://173.82.22.111/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;&amp;ref_=nav_em_hd_clc_signin,http://www.phishtank.com/phish_detail.php?phish_id=6800537,2020-10-08T03:30:55+00:00,yes,2020-10-08T03:41:23+00:00,yes,Amazon.com
59,https://www.jkvnghkflopah.uno,http://www.phishtank.com/phish_detail.php?phish_id=6800533,2020-10-08T03:24:41+00:00,yes,2020-10-08T03:37:46+00:00,yes,Other
60,https://tbmckyplybzdasrafglb.top/,http://www.phishtank.com/phish_detail.php?phish_id=6800530,2020-10-08T03:23:18+00:00,yes,2020-10-08T03:37:03+00:00,yes,Other
61,http://nakutala.tukumana.top/,http://www.phishtank.com/phish_detail.php?phish_id=6800529,2020-10-08T03:21:48+00:00,yes,2020-10-08T03:35:34+00:00,yes,Other
62,http://anazzonm-ehpq.co/pc/,http://www.phishtank.com/phish_detail.php?phish_id=6800527,2020-10-08T03:20:04+00:00,yes,2020-10-08T05:05:55+00:00,yes,Amazon.com
63,https://jpdqraqhwmvnyddejvla.top/,http://www.phishtank.com/phish_detail.php?phish_id=6800526,2020-10-08T03:18:38+00:00,yes,2020-10-08T03:33:23+00:00,yes,Other
64,https://leciaapp.com/blog/first-tech/onlinebanking_firsttechfed.com/Authentication.php?R5Yun7iknh6lxC16kQRTknAxdy8LDkKuqJZNQh8ezeA7QBdas54NtFkHetsRNcmdWl1MD91doBkfdyqGEvt7aOOphgg5tDjpZlcC,http://www.phishtank.com/phish_detail.php?phish_id=6800519,2020-10-08T03:05:14+00:00,yes,2020-10-08T03:29:46+00:00,yes,Other
65,https://leciaapp.com/blog/first-tech/onlinebanking_firsttechfed.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800518,2020-10-08T03:05:13+00:00,yes,2020-10-08T03:29:46+00:00,yes,Other
66,http://avazonn-gbva.co/pc/,http://www.phishtank.com/phish_detail.php?phish_id=6800517,2020-10-08T03:03:52+00:00,yes,2020-10-08T03:28:18+00:00,yes,Amazon.com
67,https://drbawasakartechnology.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800516,2020-10-08T03:02:22+00:00,yes,2020-10-08T03:27:34+00:00,yes,Other
68,https://www.albi-tech.net/wsp-prodc/des-plot/office.php?AGL4AC1602126060291274bed1d98ccfaffa3c00686304d7291274bed1d98ccfaffa3c00686304d7291274bed1d98ccfaffa3c00686304d7291274bed1d98ccfaffa3c00686304d7291274bed1d98ccfaffa3c00686304d7,http://www.phishtank.com/phish_detail.php?phish_id=6800513,2020-10-08T03:01:00+00:00,yes,2020-10-08T03:27:35+00:00,yes,Other
69,http://www.albi-tech.net/wsp-prodc/des-plot,http://www.phishtank.com/phish_detail.php?phish_id=6800512,2020-10-08T03:00:59+00:00,yes,2020-10-08T03:26:50+00:00,yes,Other
70,http://thebloominggrace.com/trueoffice/office,http://www.phishtank.com/phish_detail.php?phish_id=6800511,2020-10-08T03:00:55+00:00,yes,2020-10-08T03:26:50+00:00,yes,Other
71,https://www.todoroff-wines.com/wp-includes/imgg/office,http://www.phishtank.com/phish_detail.php?phish_id=6800510,2020-10-08T03:00:51+00:00,yes,2020-10-08T03:26:50+00:00,yes,Other
72,https://the222.ca/attmail/att3,http://www.phishtank.com/phish_detail.php?phish_id=6800509,2020-10-08T03:00:47+00:00,yes,2020-10-08T03:26:51+00:00,yes,Other
73,https://princessmarlene.com/sitewisellc_document/docuSign,http://www.phishtank.com/phish_detail.php?phish_id=6800507,2020-10-08T03:00:43+00:00,yes,2020-10-08T03:25:23+00:00,yes,Other
74,https://princessmarlene.com/sitewisellc_document/docuSign/,http://www.phishtank.com/phish_detail.php?phish_id=6800508,2020-10-08T03:00:43+00:00,yes,2020-10-08T03:26:07+00:00,yes,Other
75,https://empire-lube.com/wp-admin/includes/mtbonline,http://www.phishtank.com/phish_detail.php?phish_id=6800506,2020-10-08T03:00:39+00:00,yes,2020-10-08T03:24:39+00:00,yes,Other
76,https://do.xn--bhdlen-fxa.com/RD/wps/portal/banking/!ut/p/z1,http://www.phishtank.com/phish_detail.php?phish_id=6800505,2020-10-08T03:00:35+00:00,yes,2020-10-08T03:24:39+00:00,yes,Other
77,http://scotiabank.ca.rds0-sslq-22w.com/s,http://www.phishtank.com/phish_detail.php?phish_id=6800504,2020-10-08T03:00:31+00:00,yes,2020-10-08T03:23:55+00:00,yes,Other
78,https://catholicchurch-holyland.com/wp-admin/includes/yyy/WellsFargo/WellsFargo/wells,http://www.phishtank.com/phish_detail.php?phish_id=6800503,2020-10-08T03:00:24+00:00,yes,2020-10-08T03:23:55+00:00,yes,Other
79,https://aliancademisericordia.pt/wp-admin/includes/wels/WellsFargo/wells,http://www.phishtank.com/phish_detail.php?phish_id=6800502,2020-10-08T03:00:17+00:00,yes,2020-10-08T03:23:55+00:00,yes,Other
80,https://pqddmcgpjgpuqhsluzhe.top/,http://www.phishtank.com/phish_detail.php?phish_id=6800499,2020-10-08T02:54:26+00:00,yes,2020-10-08T03:23:10+00:00,yes,Other
81,http://anazzonm-pvmy.co/pc/,http://www.phishtank.com/phish_detail.php?phish_id=6800497,2020-10-08T02:47:30+00:00,yes,2020-10-08T05:15:20+00:00,yes,Amazon.com
82,https://jdyysbelbtfdncrugwmm.top/,http://www.phishtank.com/phish_detail.php?phish_id=6800493,2020-10-08T02:30:44+00:00,yes,2020-10-08T03:16:23+00:00,yes,Other
83,https://agighana.org/db/login,http://www.phishtank.com/phish_detail.php?phish_id=6800489,2020-10-08T02:26:12+00:00,yes,2020-10-08T03:14:55+00:00,yes,Other
84,https://alfaomegahc.in/unionbank/login/,http://www.phishtank.com/phish_detail.php?phish_id=6800482,2020-10-08T02:05:59+00:00,yes,2020-10-08T03:10:35+00:00,yes,Other
85,http://d-r-r-r-i-i-v-e-e.nn.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800481,2020-10-08T02:05:34+00:00,yes,2020-10-08T03:09:07+00:00,yes,Other
86,https://urlz.fr/dYa0,http://www.phishtank.com/phish_detail.php?phish_id=6800480,2020-10-08T02:05:30+00:00,yes,2020-10-08T03:08:24+00:00,yes,Other
87,https://dmfreefire.invite-grup-wa.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6800479,2020-10-08T02:05:26+00:00,yes,2020-10-08T03:06:56+00:00,yes,Other
88,https://popcornmultimedia.com/wp-content/ccc/signin.php,http://www.phishtank.com/phish_detail.php?phish_id=6800478,2020-10-08T02:05:22+00:00,yes,2020-10-08T03:05:28+00:00,yes,Other
89,http://ayojoin.invite-grup-wa12.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6800477,2020-10-08T02:05:18+00:00,yes,2020-10-08T03:04:43+00:00,yes,Other
90,https://versoriaonline.com/idx/www/office365/authorize.php?email=,http://www.phishtank.com/phish_detail.php?phish_id=6800475,2020-10-08T02:05:11+00:00,yes,2020-10-08T03:03:16+00:00,yes,Other
91,https://vlnci-energies.com/common/oauth2/authorize?rid=85f657c312cb47d3989234c8f8f6c429,http://www.phishtank.com/phish_detail.php?phish_id=6800474,2020-10-08T02:05:06+00:00,yes,2020-10-08T03:01:48+00:00,yes,Other
92,https://empire-lube.com/wp-admin/includes/mtbonline/,http://www.phishtank.com/phish_detail.php?phish_id=6800473,2020-10-08T02:05:03+00:00,yes,2020-10-08T03:01:03+00:00,yes,Other
93,http://thebloominggrace.com/trueoffice/office/,http://www.phishtank.com/phish_detail.php?phish_id=6800472,2020-10-08T02:04:59+00:00,yes,2020-10-08T02:59:36+00:00,yes,Other
94,https://streetbuzzstore.com/wp-admin/maint/suntrust/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6800471,2020-10-08T02:04:54+00:00,yes,2020-10-08T02:58:53+00:00,yes,Other
95,https://secure.halifax-cancel.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6800470,2020-10-08T02:04:51+00:00,yes,2020-10-08T02:57:26+00:00,yes,Other
96,http://secure.halifax-cancel.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6800469,2020-10-08T02:04:50+00:00,yes,2020-10-08T02:57:26+00:00,yes,Other
97,https://web6906.cweb03.gamingweb.de/klanten_handel.php,http://www.phishtank.com/phish_detail.php?phish_id=6800467,2020-10-08T02:04:42+00:00,yes,2020-10-08T02:55:15+00:00,yes,Other
98,https://aliancademisericordia.pt/wp-admin/includes/wels/WellsFargo/wells/wells.htm,http://www.phishtank.com/phish_detail.php?phish_id=6800464,2020-10-08T02:04:30+00:00,yes,2020-10-08T02:53:47+00:00,yes,Other
99,https://aliancademisericordia.pt/wp-admin/includes/wels/WellsFargo/wells/,http://www.phishtank.com/phish_detail.php?phish_id=6800463,2020-10-08T02:04:26+00:00,yes,2020-10-08T02:53:47+00:00,yes,Other
100,http://free-payapal.000webhostapp.com/login.html,http://www.phishtank.com/phish_detail.php?phish_id=6800462,2020-10-08T02:04:22+00:00,yes,2020-10-08T02:52:20+00:00,yes,Other
101,https://vinci-energies.info/common/oauth2/authorize?rid=c4798c20d47a49379e7636ad6d7834a8,http://www.phishtank.com/phish_detail.php?phish_id=6800461,2020-10-08T02:04:17+00:00,yes,2020-10-08T02:51:37+00:00,yes,Other
102,https://o-f-f-f-fi-c-ce-e.ue.r.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6800460,2020-10-08T02:04:14+00:00,yes,2020-10-08T02:50:09+00:00,yes,Other
103,https://ketoneswithmindy.com/wp-content/plugins/RootSaul/ccc/signin.php?cmd=_chase-signin=&amp;05901dd25bb62d48f783ae7829fdb6c4=&amp;dispatch=691581d090b66a793cd2ac7342060e2e5e503ff3,http://www.phishtank.com/phish_detail.php?phish_id=6800459,2020-10-08T02:04:10+00:00,yes,2020-10-08T02:48:42+00:00,yes,Other
104,http://secure.halifax-reverse.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6800457,2020-10-08T02:04:06+00:00,yes,2020-10-08T02:47:58+00:00,yes,Other
105,https://secure.halifax-reverse.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6800458,2020-10-08T02:04:06+00:00,yes,2020-10-08T02:47:58+00:00,yes,Other
